GeneID,Chromosome,Peak_Start,Peak_End,Strand,,
Cldn14,chr16,93912087,93913449,+,,
Gm17746,chr12,25840322,25840784,+,,
Zfp984,chr4,147182615,147182826,+,,
Yae1d1,chr13,18067679,18067975,+,,
Fam83d,chr2,158544798,158545322,+,,
9430078K24Rik,chr12,80746972,80748159,+,,
Dad1,chr14,54841281,54844944,+,,
Osbpl8,chr10,110555043,110556556,+,,
2010010A06Rik,chr18,75464083,75464873,+,,
Grk2,chr19,4332005,4334495,+,,
H2-Q8,chr17,35559919,35561949,+,,
Gm14486,chr2,30545472,30546078,+,,
Spry4,chr18,38790459,38792553,+,,
Olfr164,chr16,19179399,19179654,+,,
Milr1,chr11,106623522,106624673,+,,
Mirt1,chr19,53514708,53518309,+,,
Gm15706,chr6,145254421,145256274,+,,
Hist1h2ah,chr13,22118019,22118483,+,,
Mir7655,chr2,17978507,17979254,+,,
Mir142,chr11,87561864,87566371,+,,
A830052D11Rik,chr18,32591958,32592302,+,,
Borcs6,chr11,68876397,68877261,+,,
Dr1,chr5,108675512,108675857,+,,
Pmepa1,chr2,173210736,173211721,+,,
C920009B18Rik,chr10,22022196,22022523,+,,
Gemin6,chr17,80636004,80636514,+,,
Bcas1os2,chr2,170079297,170080071,+,,
Tex36,chr7,140649040,140649647,+,,
5430437J10Rik,chr15,5364570,5364714,+,,
Psd2,chr18,36090008,36090216,+,,
Pradc1,chr6,85401690,85402150,+,,
Hira,chr16,19007272,19007852,+,,
5430427O19Rik,chrX,83084545,83084852,+,,
Gm15408,chr5,149827056,149828914,+,,
Urad,chr5,148163531,148163969,+,,
Mir6419,chr2,17311709,17313352,+,,
Olfr164,chr16,19185163,19186156,+,,
Mir7235,chr11,97002015,97003977,+,,
Gm2848,chr13,52667784,52668651,+,,
Mcl1,chr3,95475011,95478119,+,,
Wrap73,chr4,153514266,153516617,+,,
Brwd1,chr16,96308602,96308998,+,,
Gpr18,chr14,122337674,122337983,+,,
Klf13,chr7,71146428,71146966,+,,
Nr4a1,chr15,101076570,101077470,+,,
3300005D01Rik,chr17,5813845,5814243,+,,
Pced1a,chr2,130250093,130250459,+,,
Mfsd1,chr3,67360125,67362099,+,,
Lincred1,chr2,103735350,103735460,+,,
Cfap45,chr1,174455431,174455733,+,,
4933432I03Rik,chr14,103436421,103436557,+,,
Trmt10a,chr3,137806107,137808261,+,,
Med13l,chr5,118927807,118928117,+,,
Ctso,chr3,81729848,81730004,+,,
Mir5123,chr4,40789864,40792343,+,,
Piezo1,chr8,125071369,125073703,+,,
D030024E09Rik,chr15,61371507,61373555,+,,
Fmc1,chr6,38482850,38486135,+,,
Ccdc68,chr18,69804276,69804476,+,,
Gm1647,chr3,68960388,68960574,+,,
Gcnt1,chr19,17338661,17339672,+,,
Spag6,chr2,18610912,18615780,+,,
Ago2,chr15,72979192,72979729,+,,
Mir467h,chr9,115518525,115519947,+,,
Rasgef1b,chr5,99763902,99766648,+,,
Pim1,chr17,29647127,29647837,+,,
Mir142b,chr11,87571554,87572345,+,,
Cd44,chr2,102808408,102808777,+,,
I730028E13Rik,chr9,61016563,61017204,+,,
F5,chr1,166065677,166066331,+,,
Gm20605,chr5,138069041,138071646,+,,
Cfap53,chr18,74454657,74454819,+,,
Irf8,chr8,123288406,123288702,+,,
4930459C07Rik,chr10,95863433,95863721,+,,
Gm13547,chr2,29554090,29554388,+,,
Ralgps2,chr1,158952954,158953723,+,,
Gm13031,chr4,140500203,140501473,+,,
Itga4,chr2,78972488,78972714,+,,
Phf2,chr13,48973963,48974160,+,,
Tbc1d2,chr4,46788916,46789514,+,,
Gm5069,chr1,182331978,182332200,+,,
Fam49b,chr15,63906131,63907886,+,,
Sema6a,chr18,47324991,47325384,+,,
Prss39,chr1,34535463,34536462,+,,
Klhl25,chr7,82930493,82930802,+,,
Cxcr4,chr1,130597898,130598179,+,,
Lef1,chr3,130722023,130722491,+,,
Edn3,chr2,174706301,174706437,+,,
Gm20098,chr17,52043330,52043535,+,,
Ado,chr10,67141686,67142326,+,,
Pdcd4,chr19,53943837,53946619,+,,
Mir1966,chr8,108145832,108148450,+,,
Gm8013,chr5,97347946,97348717,+,,
Sardh,chr2,27167196,27167425,+,,
Fam208b,chr13,3609018,3611309,+,,
Abracl,chr10,17742542,17743181,+,,
Crtam,chr9,40878951,40879240,+,,
Aatf,chr11,84330068,84332066,+,,
Cib1,chr7,87354713,87354869,+,,
Zfp729b,chr13,67710007,67710982,+,,
Gm10532,chr18,75614788,75617048,+,,
Incenp,chr19,10010463,10014626,+,,
Mysm1,chr4,94665743,94667132,+,,
44085,chr5,93565634,93566341,+,,
Mir146,chr11,43200847,43201996,+,,
Adrb2,chr18,62323390,62324103,+,,
A930005H10Rik,chr3,115563969,115564367,+,,
Ms4a1,chr19,11318696,11318923,+,,
Mir6973a,chr17,35331729,35334283,+,,
Trp53i11,chr2,93002901,93003205,+,,
G530011O06Rik,chrX,166427555,166429838,+,,
Tet3,chr6,83406585,83406957,+,,
Srrm1,chr4,134869601,134870218,+,,
Cnppd1,chr1,75137955,75139540,+,,
C920009B18Rik,chr10,22015355,22015903,+,,
5430437J10Rik,chr15,5366085,5366256,+,,
Ggnbp2os,chr11,84682639,84684109,+,,
Kif2c,chr4,116861924,116862667,+,,
Wdr26,chr1,183167557,183167803,+,,
Dpp4,chr2,62279156,62279727,+,,
Gnpda1,chr18,38531448,38531929,+,,
Slc25a19,chr11,115502524,115502931,+,,
Tagap,chr17,8067639,8068038,+,,
Pcdh9,chr14,94941066,94941627,+,,
Cmip,chr8,119808745,119809313,+,,
Mreg,chr1,72290170,72291847,+,,
Map3k7,chr4,32250712,32252174,+,,
Carmil3,chr14,56109252,56109482,+,,
Rpl11,chr4,135636934,135638132,+,,
Gm29682,chr8,106634545,106635204,+,,
Gm4832,chr17,88574231,88576216,+,,
Zbtb14,chr17,69732903,69733691,+,,
4930459C07Rik,chr10,95793816,95794008,+,,
Sptan1,chr2,29820809,29821299,+,,
Muc13,chr16,33745682,33745865,+,,
Nemp1,chr10,127111455,127112833,+,,
Zfp326,chr5,106227647,106227711,+,,
Fndc7,chr3,108703185,108703321,+,,
Muc13,chr16,33747445,33747626,+,,
Sh3bgrl3,chr4,133672956,133673094,+,,
Htra4,chr8,26161864,26163878,+,,
4933407G14Rik,chr10,74908075,74909618,+,,
Pet117,chr2,144194103,144195212,+,,
Elmsan1,chr12,85516359,85517080,+,,
1700064M15Rik,chr12,100878598,100879396,+,,
Gm9054,chr3,95790672,95792027,+,,
4930515G16Rik,chr6,68252242,68252451,+,,
Slc45a1,chr4,149930431,149931492,+,,
Tgfb3,chr12,87333371,87333701,+,,
9030404E10Rik,chr16,30034921,30035644,+,,
Ccdc66,chr14,28375725,28376238,+,,
Irf4,chr13,30884100,30884487,+,,
Tbc1d7,chr13,43304138,43305641,+,,
Traf3,chr12,112398251,112398518,+,,
Kmt2d,chr15,98701438,98703134,+,,
Adtrp,chr13,41899170,41899935,+,,
Mir6906,chr10,59624953,59625694,+,,
Tcf24,chr1,9955437,9957576,+,,
A330074K22Rik,chr8,122749503,122750489,+,,
Mllt6,chr11,97520501,97521247,+,,
Kmt5a,chr5,124889623,124890980,+,,
Map4k1,chr7,29791670,29793555,+,,
Prss16,chr13,22112004,22113872,+,,
Rpia,chr6,70673441,70679076,+,,
Tagap,chr17,8107426,8108139,+,,
D6Ertd527e,chr6,87102624,87104039,+,,
Ado,chr10,67136241,67136462,+,,
B3gnt2,chr11,22592660,22593529,+,,
Zbtb18,chr1,179357686,179358973,+,,
Pde7a,chr3,19248311,19248666,+,,
5031425E22Rik,chr5,22923409,22925012,+,,
Gm11201,chr11,78873491,78873671,+,,
Foxp4,chr17,48078866,48080671,+,,
Herc1,chr9,66128017,66129670,+,,
Gm6936,chr16,49970606,49970898,+,,
Gm11201,chr11,78890089,78890285,+,,
2010106C02Rik,chr17,86846605,86846746,+,,
BB283400,chr6,30126662,30128227,+,,
Zfp958,chr8,4676929,4678882,+,,
D030024E09Rik,chr15,61271872,61274641,+,,
Gm17745,chr10,92823456,92823616,+,,
Zc3h12c,chr9,52037691,52037999,+,,
Mir3569,chr7,31374540,31374672,+,,
Stpg2,chr3,138908039,138908846,+,,
Lncpint,chr6,31119498,31119605,+,,
Echdc3,chr2,6176812,6177545,+,,
Fam76a,chr4,132501080,132501668,+,,
Cyfip2,chr11,46157159,46158111,+,,
Gm15326,chr13,112726320,112726878,+,,
Ccm2l,chr2,152910139,152910319,+,,
E230029C05Rik,chr7,97171756,97171958,+,,
Ccr7,chr11,99050660,99050767,+,,
D930048N14Rik,chr11,51457707,51458470,+,,
Gm20744,chr7,89254103,89254444,+,,
Hspa8,chr9,40551899,40552162,+,,
Zbtb18,chr1,179373074,179373472,+,,
4930515G16Rik,chr6,68206467,68206987,+,,
Fam83d,chr2,158559301,158561279,+,,
Gorasp2,chr2,70466969,70468432,+,,
Ccl3,chr11,83453806,83454017,+,,
Gm3230,chr2,19562172,19563177,+,,
Fam105a,chr15,27712890,27714125,+,,
44081,chr9,25059428,25060372,+,,
Wfdc21,chr11,83556485,83557013,+,,
Smpd3,chr8,108862915,108863065,+,,
Kat7,chr11,95170251,95172145,+,,
Zfp654,chr16,64850407,64850525,+,,
Haao,chr17,84250118,84250498,+,,
Mb21d1,chr9,78290747,78290850,+,,
Jade2,chr11,51669760,51670362,+,,
Ghdc,chr11,100637222,100637406,+,,
Gm2176,chr18,80750731,80751860,+,,
Clec2l,chr6,38672697,38673526,+,,
Zbtb21,chr16,98182482,98184125,+,,
Mir7661,chr6,108502229,108504617,+,,
1810063I02Rik,chr11,59708705,59709119,+,,
Itgax,chr7,135262321,135263301,+,,
Sde2,chr1,182778349,182781848,+,,
Stoml1,chr9,58122551,58123589,+,,
Irf2bpl,chr12,88177200,88177771,+,,
Hdac9,chr12,35486465,35487656,+,,
Tmem121,chr12,114462490,114462977,+,,
Tet2,chr3,133245960,133246162,+,,
Commd3,chr2,18507451,18510112,+,,
C030006K11Rik,chr15,76600775,76601303,+,,
Cfap45,chr1,174452728,174452917,+,,
Fem1a,chr17,56405747,56406134,+,,
Zic2,chr14,122884558,122891656,+,,
Mir701,chr5,111487642,111488714,+,,
Kif1bp,chr10,62005968,62006798,+,,
2900060B14Rik,chr1,120350238,120350441,+,,
Gm19582,chr1,89750396,89752263,+,,
Sfn,chr4,133166559,133168089,+,,
Gm5122,chr9,60846710,60847213,+,,
Edn2,chr4,119725628,119727152,+,,
Pik3r6,chr11,68311647,68313072,+,,
Vsir,chr10,59812934,59813737,+,,
1700029N11Rik,chr13,44635826,44636324,+,,
Dmrt3,chr19,25676982,25679892,+,,
Usp6nl,chr2,6230607,6230887,+,,
Szrd1,chr4,140698095,140698757,+,,
Ltc4s,chr11,50057336,50057588,+,,
4921525O09Rik,chr13,52179072,52179814,+,,
Pim1,chr17,29614299,29614810,+,,
H2-Q8,chr17,35556977,35558807,+,,
Tagap,chr17,8069917,8071213,+,,
Egr3,chr14,70460096,70461170,+,,
Mir22hg,chr11,75273352,75275145,+,,
Cacybp,chr1,162163885,162164445,+,,
Mfsd2a,chr4,122609359,122611655,+,,
Gm38404,chr6,127215087,127216609,+,,
Bin1,chr18,32471410,32471528,+,,
A330074K22Rik,chr8,122856574,122857071,+,,
Snhg8,chr3,123210981,123212272,+,,
Treh,chr9,44453835,44454253,+,,
Lair1,chr7,4034023,4035065,+,,
Ppp1r15a,chr7,52777167,52777539,+,,
Ifnlr1,chr4,135242240,135242526,+,,
4930583K01Rik,chr7,125437925,125438611,+,,
Arhgap35,chr7,17200019,17200854,+,,
Ago2,chr15,72992561,72992943,+,,
Faap20,chr4,154623276,154624785,+,,
Irf8,chr8,123284108,123285259,+,,
Heg1,chr16,33606798,33607503,+,,
Irf8,chr8,123321195,123321666,+,,
9130015A21Rik,chr12,36395931,36397651,+,,
Tmem154,chr3,84463897,84465010,+,,
1700012D14Rik,chr7,118265382,118266980,+,,
Ndc1,chr4,107040360,107040927,+,,
Gm17745,chr10,92827740,92828020,+,,
Mirt1,chr19,53539293,53539418,+,,
Cep19,chr16,32113129,32114296,+,,
1700029N11Rik,chr13,44602597,44602700,+,,
Trpm1,chr7,71205925,71206389,+,,
Cox4i1,chr8,123225676,123226004,+,,
Zfp691,chr4,118854127,118854760,+,,
4933404K13Rik,chr10,43537767,43538888,+,,
Plekhf2,chr4,10889436,10889857,+,,
Fam105a,chr15,27714960,27715312,+,,
Carmil1,chr13,24322230,24323703,+,,
Urad,chr5,148150677,148151326,+,,
3300005D01Rik,chr17,5802650,5803526,+,,
Nfia,chr4,97417657,97418039,+,,
Faap20,chr4,154611103,154611651,+,,
Trim24,chr6,37771158,37772137,+,,
1600014C23Rik,chr17,45883494,45884223,+,,
2010308F09Rik,chrX,12785060,12785454,+,,
9430078K24Rik,chr12,81102740,81102971,+,,
2610306M01Rik,chr6,86798714,86799480,+,,
Ulk4,chr9,121223218,121223427,+,,
Vsir,chr10,59809630,59810100,+,,
Rasgef1b,chr5,99763068,99763682,+,,
Rp2,chrX,19932283,19932799,+,,
1700122O11Rik,chr17,48176291,48177306,+,,
4930529L06Rik,chr16,84621397,84622321,+,,
Trim25,chr11,88888885,88890611,+,,
Mir7228,chr5,135047232,135047956,+,,
1700021F07Rik,chr2,173234435,173235489,+,,
Ube2e3,chr2,78896136,78896564,+,,
Mir7086,chr9,45054262,45054474,+,,
Zbtb18,chr1,179397152,179398271,+,,
Mirt1,chr19,53553544,53554610,+,,
Gm6260,chr3,143336995,143338524,+,,
Gm15326,chr13,112789124,112795164,+,,
Mir7117,chr15,27517762,27518101,+,,
Zfp608,chr18,55335917,55336102,+,,
1700052K11Rik,chr11,105042376,105042686,+,,
Ggta1,chr2,35351581,35351753,+,,
S100a2,chr3,90390862,90391189,+,,
C030013C21Rik,chr11,80325817,80326437,+,,
Ccdc124,chr8,73389388,73390030,+,,
Ccdc97,chr7,26491831,26492533,+,,
Cnbd2,chr2,156136776,156138912,+,,
Mir3961,chr13,83179728,83181074,+,,
Fndc9,chr11,46077855,46079662,+,,
Psapl1,chr5,36431901,36432053,+,,
Tor4a,chr2,25048833,25052528,+,,
Atg16l2,chr7,108362367,108362566,+,,
Gm15408,chr5,149825792,149826852,+,,
Gm15326,chr13,112730179,112732552,+,,
4930529L06Rik,chr16,84583248,84584436,+,,
Ngly1,chr14,17005505,17006249,+,,
9130015A21Rik,chr12,36325749,36325902,+,,
Muc13,chr16,33751385,33752009,+,,
Cd83,chr13,43993951,43994222,+,,
0610005C13Rik,chr7,52847300,52847602,+,,
Pfkm,chr15,97905210,97905994,+,,
Herpud1,chr8,96902649,96903409,+,,
Grhpr,chr4,44951572,44951823,+,,
Gm5069,chr1,182322456,182325273,+,,
4930459C07Rik,chr10,95854384,95854551,+,,
Cilp2,chr8,72390696,72391330,+,,
Bcl11a,chr11,24142317,24143560,+,,
Egr3,chr14,70377640,70378281,+,,
Muc13,chr16,33756345,33756868,+,,
Gm4832,chr17,88590141,88590918,+,,
Bend5,chr4,111072533,111072666,+,,
Irf2bpl,chr12,88172868,88173976,+,,
Jun,chr4,94881930,94882282,+,,
Tmem243,chr5,9086879,9088035,+,,
Ifnab,chr4,88351663,88352129,+,,
Cdkn2a,chr4,88919168,88920238,+,,
D930015E06Rik,chr3,83873135,83873718,+,,
Fam213a,chr14,41812697,41813930,+,,
Xxylt1,chr16,31066730,31067299,+,,
Frrs1l,chr4,57036295,57037294,+,,
1700064M15Rik,chr12,100885141,100885353,+,,
Ctdsp1,chr1,74433045,74434639,+,,
Mir3961,chr13,83053679,83055251,+,,
Gm2447,chr3,52358233,52359456,+,,
Gm12159,chr11,44762608,44764390,+,,
Szrd1,chr4,140694761,140695797,+,,
Slc45a1,chr4,149939885,149940491,+,,
Tfam,chr10,70721412,70722007,+,,
Morf4l1b,chr19,41555555,41556923,+,,
Col4a2,chr8,11180961,11182034,+,,
Gpr18,chr14,122327639,122329115,+,,
Kmt5c,chr7,4690796,4691721,+,,
Irf2bp2,chr8,129107463,129111456,+,,
Rel,chr11,23723099,23723673,+,,
Ccser1,chr6,61017750,61018642,+,,
Filip1l,chr16,57336679,57337478,+,,
Cib1,chr7,87359346,87359683,+,,
Traf1,chr2,34832702,34832960,+,,
Gm20098,chr17,52301367,52303817,+,,
Gm12596,chr4,59344297,59344801,+,,
1700029N11Rik,chr13,44633736,44633836,+,,
Serpinb6b,chr13,33026553,33027143,+,,
H2afy3,chr15,62000616,62001552,+,,
Tmem121,chr12,114466574,114466668,+,,
Stard5,chr7,90803706,90804326,+,,
Bach2,chr4,32306638,32307169,+,,
1700072O05Rik,chr6,120517041,120517951,+,,
Mir3961,chr13,83195600,83195719,+,,
Otulin,chr15,27554937,27555673,+,,
Gm2176,chr18,80807975,80808788,+,,
4933411E08Rik,chr10,117389525,117390608,+,,
Rubcn,chr16,32866496,32866931,+,,
Irf2bpl,chr12,88170719,88171483,+,,
Sirt4,chr5,115941738,115942256,+,,
Gm20110,chr10,98922491,98924633,+,,
Ppp4r2,chr6,100750370,100751611,+,,
B930018H19Rik,chr8,35685582,35686167,+,,
Mpc1,chr17,8475378,8477389,+,,
Agpat3,chr10,77835470,77835972,+,,
Selenoo,chr15,88919085,88919773,+,,
Mir7008,chr3,30960185,30960584,+,,
Mir6904,chr1,182517265,182518335,+,,
Atf3,chr1,193047860,193050119,+,,
Amer2,chr14,61062692,61063545,+,,
Slc25a33,chr4,149229645,149231308,+,,
Plgrkt,chr19,29438471,29438890,+,,
Ms4a4a,chr19,11459105,11464484,+,,
1700029N11Rik,chr13,44613590,44613852,+,,
4930594C11Rik,chr1,37530664,37532326,+,,
Irf8,chr8,123248709,123249567,+,,
Cmah,chr13,24577582,24580740,+,,
Slc22a27,chr19,8093568,8093978,+,,
Kctd17,chr15,78278726,78278830,+,,
4933411E08Rik,chr10,117346474,117348187,+,,
Trim5,chr7,111445117,111445518,+,,
2310043L19Rik,chr1,179597535,179597890,+,,
Cd44,chr2,102821305,102821976,+,,
Cmip,chr8,119780983,119782106,+,,
Rasgef1b,chr5,99792052,99792415,+,,
Ino80dos,chr1,63160708,63161787,+,,
Zmiz1,chr14,26197698,26198882,+,,
B3gnt2,chr11,22713313,22716279,+,,
Gm8013,chr5,97345797,97347502,+,,
Irf4,chr13,30923173,30924215,+,,
Etv3,chr3,87291947,87292124,+,,
Zfp36l1,chr12,81166172,81166299,+,,
Bcl2l14,chr6,134170337,134170545,+,,
Dnah17,chr11,118007079,118007317,+,,
B3gnt7,chr1,88161720,88161985,+,,
Fam229a,chr4,129173867,129174235,+,,
Egr3,chr14,70464478,70464827,+,,
Bach1,chr16,87653113,87653521,+,,
Trim5,chr7,111441205,111442502,+,,
Map1s,chr8,73430202,73430487,+,,
Gcm1,chr9,77869998,77870496,+,,
Atf3,chr1,193017117,193018031,+,,
1700099I09Rik,chr13,103685894,103686468,+,,
Edn2,chr4,119704988,119705308,+,,
Adgre5,chr8,86262989,86265994,+,,
Tmem252,chr19,24720447,24721716,+,,
Mir1190,chr12,102243509,102244104,+,,
Skida1,chr2,17968917,17970594,+,,
Bcl2l11,chr2,127834423,127835032,+,,
Spi1,chr2,90936748,90937148,+,,
I730030J21Rik,chr15,100563145,100563297,+,,
Mir7045,chr6,125046792,125048647,+,,
Ifnar2,chr16,91354584,91355814,+,,
Mir7671,chr11,53576277,53577938,+,,
Olfr164,chr16,19152815,19153360,+,,
Amigo2,chr15,97299018,97300896,+,,
1700064M15Rik,chr12,100848585,100849261,+,,
4930459C07Rik,chr10,95833137,95835253,+,,
0610040F04Rik,chr6,108668317,108669219,+,,
Axdnd1,chr1,158367363,158367853,+,,
Rasgef1b,chr5,99842955,99843545,+,,
Capn13,chr17,73622734,73623694,+,,
6430531B16Rik,chr7,147154277,147155037,+,,
Prag1,chr8,37227784,37228668,+,,
Mir7672,chr14,27488704,27489329,+,,
9430078K24Rik,chr12,81105542,81106787,+,,
Piezo1,chr8,125073968,125075771,+,,
Rpia,chr6,70690625,70691050,+,,
Eif2a,chr3,58319916,58322825,+,,
Irf2bpl,chr12,88174750,88175606,+,,
Gm38404,chr6,127189037,127191187,+,,
Egr3,chr14,70461917,70462362,+,,
Ccr6,chr17,8402581,8403787,+,,
Il21r,chr7,132782220,132782660,+,,
H2afy3,chr15,62008704,62010729,+,,
Nfkbia,chr12,56547582,56548457,+,,
Acap2,chr16,31233809,31234677,+,,
Idh2,chr7,87288382,87288538,+,,
8430431K14Rik,chr19,31284867,31285619,+,,
Fam133b,chr5,3494499,3495030,+,,
Plekho2,chr9,65383028,65384280,+,,
Hilpda,chr6,29196601,29196886,+,,
Cd81,chr7,150224087,150224863,+,,
Mir7087,chr9,45752579,45753503,+,,
Jade2,chr11,51647062,51647170,+,,
Ms4a4a,chr19,11436000,11437465,+,,
Gpr34,chrX,13176525,13176902,+,,
Mir8105,chr10,127894784,127896138,+,,
Smu1,chr4,40728296,40729086,+,,
Clec2d,chr6,129149993,129151776,+,,
Atf7ip,chr6,136446274,136446951,+,,
Snora34,chr15,98342822,98344237,+,,
Tlr9,chr9,106131951,106133498,+,,
A230028O05Rik,chr16,24910320,24911500,+,,
1700099I09Rik,chr13,103695784,103697299,+,,
Egr3,chr14,70465374,70466478,+,,
D730005E14Rik,chr15,79721613,79727377,+,,
Gm19510,chr15,59559649,59559985,+,,
Uchl4,chr9,64089684,64091199,+,,
1700122C19Rik,chr19,37568398,37571765,+,,
Smim3,chr18,60658846,60660637,+,,
B3gnt2,chr11,22717809,22718831,+,,
Ezr,chr17,7031064,7033718,+,,
Cd79b,chr11,106186192,106187778,+,,
Ston1,chr17,88980867,88981143,+,,
Nipbl,chr15,8519063,8519972,+,,
5830428M24Rik,chr12,70576224,70576601,+,,
D030024E09Rik,chr15,61378091,61378750,+,,
Ptpa,chr2,30296555,30298355,+,,
Cdkn2aipnl,chr11,51745141,51745511,+,,
Mir5127,chr18,81893806,81894253,+,,
Mir155hg,chr16,84713034,84713568,+,,
Erbin,chr13,104710370,104710545,+,,
Arid1a,chr4,133369694,133370152,+,,
E030030I06Rik,chr10,21872187,21872621,+,,
Cahm,chr17,10512379,10513358,+,,
Timm8a2,chr14,122408407,122409126,+,,
Ldhal6b,chr17,5303106,5304247,+,,
Elmsan1,chr12,85543443,85544036,+,,
A530013C23Rik,chr2,167600816,167601303,+,,
Scd2,chr19,44357738,44357887,+,,
Tmem266,chr9,55235582,55236155,+,,
Kansl1,chr11,104222981,104223670,+,,
Elmsan1,chr12,85559749,85560243,+,,
0610040F04Rik,chr6,108614646,108615774,+,,
Ackr3,chr1,92077969,92078216,+,,
5430437J10Rik,chr15,5395772,5397327,+,,
4930459C07Rik,chr10,95800055,95801551,+,,
Slc44a2,chr9,21125019,21126541,+,,
9430078K24Rik,chr12,80734476,80734740,+,,
Hsh2d,chr8,74707445,74708494,+,,
Tmem260,chr14,49065555,49065929,+,,
Maf,chr8,117938006,117938241,+,,
1810026B05Rik,chr7,80717461,80717600,+,,
Gm8817,chrX,163557234,163557474,+,,
Mir7117,chr15,27525548,27527780,+,,
A630019I02Rik,chr13,93863512,93864425,+,,
Rab10os,chr12,3235124,3236012,+,,
Adgre1,chr17,57486452,57486729,+,,
Etnk1,chr6,143095369,143096454,+,,
Fasl,chr1,163664065,163665980,+,,
Derl1,chr15,57644493,57644738,+,,
4933407G14Rik,chr10,74897060,74897685,+,,
Cirbp,chr10,79621823,79622932,+,,
Txk,chr5,73193365,73194510,+,,
Elmsan1,chr12,85584940,85587037,+,,
Saraf,chr8,35218719,35219082,+,,
Get4,chr5,139761389,139761940,+,,
Stum,chr1,182338514,182339245,+,,
Mir7017,chr4,132724934,132726689,+,,
Egr3,chr14,70378704,70379191,+,,
Supt20,chr3,54393907,54394126,+,,
Pitpnb,chr5,111607339,111607976,+,,
Kansl1,chr11,104286297,104286666,+,,
Fam133b,chr5,3500663,3504423,+,,
Mir181a-1,chr1,139814066,139814446,+,,
Snord17,chr2,144054573,144054992,+,,
Twsg1,chr17,66310246,66311936,+,,
Amz2,chr11,109281296,109281745,+,,
1700073E17Rik,chr6,145288015,145290757,+,,
Il6st,chr13,113188345,113188654,+,,
Marcks,chr10,37058085,37058282,+,,
Adgre5,chr8,86261107,86262379,+,,
Pigr,chr1,132716818,132717880,+,,
Fcmr,chr1,132760029,132763602,+,,
Zfp607a,chr7,28645462,28645628,+,,
Aebp2,chr6,140764971,140765800,+,,
Endov,chr11,119352384,119353216,+,,
Dad1,chr14,54847086,54847695,+,,
Mir6934,chr11,118995166,118995291,+,,
Nrros,chr16,32171164,32171393,+,,
Mir6951,chr15,38400394,38400839,+,,
Slc44a2,chr9,21121311,21121458,+,,
Ago2,chr15,72985387,72986395,+,,
Mir467h,chr9,115520686,115521389,+,,
Zp3r,chr1,132447395,132447862,+,,
Htra4,chr8,26177660,26179189,+,,
Btg2,chr1,135957010,135957353,+,,
0610040F04Rik,chr6,108667582,108667961,+,,
Gml2,chr15,74656861,74657162,+,,
Tcf12,chr9,71980771,71981519,+,,
Mir21a,chr11,86406545,86406932,+,,
Rpia,chr6,70685517,70685804,+,,
D930015E06Rik,chr3,83869279,83870252,+,,
Rpl11,chr4,135644753,135646385,+,,
Mir6944,chr13,55572795,55573172,+,,
Zbtb17,chr4,141033563,141033988,+,,
Herpud1,chr8,96899550,96901894,+,,
Polr2e,chr10,79494779,79496405,+,,
Cish,chr9,107215205,107215686,+,,
Map3k7,chr4,32235277,32236571,+,,
Snord17,chr2,144055797,144057330,+,,
1700019E08Rik,chr2,46157947,46158535,+,,
4921525O09Rik,chr13,52195382,52195755,+,,
1700016H13Rik,chr5,104120412,104121271,+,,
A630001G21Rik,chr1,87599740,87600766,+,,
Slc22a27,chr19,8094495,8094816,+,,
Epb41l2,chr10,25080069,25080812,+,,
Coq8a,chr1,182129483,182129856,+,,
Meis1,chr11,18772466,18777571,+,,
Gm9054,chr3,95776280,95776927,+,,
B930018H19Rik,chr8,35734014,35734607,+,,
C920009B18Rik,chr10,22026263,22026590,+,,
Cdkn2aipnl,chr11,51748733,51751329,+,,
Rflna,chr5,125532242,125533517,+,,
Il1rn,chr2,24214560,24215647,+,,
Pkdcc,chr17,83675593,83678886,+,,
Fam117a,chr11,95189964,95190365,+,,
D930015E06Rik,chr3,83874027,83876145,+,,
Tgfbr1,chr4,47316123,47316911,+,,
B3gnt7,chr1,88125030,88127263,+,,
Irf4,chr13,30828520,30829398,+,,
Mir6398,chr4,123241094,123242308,+,,
Cpm,chr10,116968421,116969347,+,,
Fbxo4,chr15,3932698,3933026,+,,
Smim14,chr5,65882426,65884837,+,,
2010106C02Rik,chr17,86866814,86867149,+,,
Zfp36l1,chr12,81161254,81162475,+,,
Lyst,chr13,13616089,13616805,+,,
Mir3089,chr2,30567607,30567773,+,,
Tyk2,chr9,20939987,20941274,+,,
A530013C23Rik,chr2,167579374,167579857,+,,
Extl3,chr14,65768910,65769058,+,,
